"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","source","type","score","phase","gene_type","gene_name","level","hgnc_id","havana_gene"
"55","ENSG00000004700.16",558.456277427679,0.00856887730806751,0.220132600102046,0.0389259805412524,0.968949402786189,0.977680197336742,"HAVANA","gene",NA,NA,"protein_coding","RECQL","2","HGNC:9948","OTTHUMG00000169131.3"
"56","ENSG00000004766.17",860.073727728448,-0.216739027754586,0.155388921681791,-1.39481647345768,0.163071189939114,0.234248715557313,"HAVANA","gene",NA,NA,"protein_coding","VPS50","2","HGNC:25956","OTTHUMG00000131733.6"
"57","ENSG00000004776.13",226.677960766031,-2.84711712061014,0.572355112781157,-4.97438925071461,6.54536711323007e-07,3.73466059437523e-06,"HAVANA","gene",NA,NA,"protein_coding","HSPB6","2","HGNC:26511","OTTHUMG00000048122.5"
"58","ENSG00000004777.18",336.320956355701,1.31888672664922,0.30076871469292,4.38505290683502,1.15957591673449e-05,5.10230430909678e-05,"HAVANA","gene",NA,NA,"protein_coding","ARHGAP33","1","HGNC:23085","OTTHUMG00000182071.4"
"59","ENSG00000004779.10",2756.33802724201,-0.083696465199399,0.203669355700392,-0.410942848577185,0.681114442175482,0.747376048573267,"HAVANA","gene",NA,NA,"protein_coding","NDUFAB1","1","HGNC:7694","OTTHUMG00000096985.6"
"60","ENSG00000004799.8",922.023696915756,-3.49906993400231,0.324331164341396,-10.7885714316344,3.89801565518418e-27,8.98492608519954e-25,"HAVANA","gene",NA,NA,"protein_coding","PDK4","2","HGNC:8812","OTTHUMG00000153977.3"
"61","ENSG00000004809.14",3.35716862628661,-0.701550088569721,0.561699905701144,-1.24897668924122,0.211673599998339,0.29039905794507,"HAVANA","gene",NA,NA,"protein_coding","SLC22A16","2","HGNC:20302","OTTHUMG00000016171.5"
"62","ENSG00000004838.14",14.8457310505674,0.397467761463283,0.398017755274544,0.998618167647114,0.317979695847528,0.406785039963192,"HAVANA","gene",NA,NA,"protein_coding","ZMYND10","1","HGNC:19412","OTTHUMG00000156874.6"
"63","ENSG00000004846.16",4.62189563677397,-3.66053625722987,0.765199395711888,-4.78376783586501,1.7203938508266e-06,9.06003545518788e-06,"HAVANA","gene",NA,NA,"protein_coding","ABCB5","1","HGNC:46","OTTHUMG00000094789.7"
"64","ENSG00000004848.8",17.8822299893,-1.12944390596761,0.813988639805331,-1.38754259056701,0.165276373407423,0.236924247926333,"HAVANA","gene",NA,NA,"protein_coding","ARX","2","HGNC:18060","OTTHUMG00000021275.5"
"65","ENSG00000004864.14",1521.19832357668,-0.00788692231158724,0.158128121959171,-0.0498767848113927,0.960220577309515,0.97113156097473,"HAVANA","gene",NA,NA,"protein_coding","SLC25A13","2","HGNC:10983","OTTHUMG00000023074.5"
"66","ENSG00000004866.22",776.34279354991,0.555210591739151,0.130079488603558,4.26824088639571,1.97020507513944e-05,8.25887550616275e-05,"HAVANA","gene",NA,NA,"protein_coding","ST7","1","HGNC:11351","OTTHUMG00000023888.24"
"67","ENSG00000004897.12",1592.27478610122,0.00143854275450436,0.16764228793344,0.00858102554097515,0.993153416228661,0.994813375139289,"HAVANA","gene",NA,NA,"protein_coding","CDC27","2","HGNC:1728","OTTHUMG00000166429.8"
"68","ENSG00000004939.15",1.04776507501902,-1.63126183255972,0.606943868759587,-2.68766506512956,0.00719535293945535,0.0159829141964154,"HAVANA","gene",NA,NA,"protein_coding","SLC4A1","2","HGNC:11027","OTTHUMG00000156843.3"
"69","ENSG00000004948.16",3.71411104016972,-0.365457654266895,0.509954596302184,-0.716647436687355,0.473591666681592,0.562844035911446,"HAVANA","gene",NA,NA,"protein_coding","CALCR","2","HGNC:1440","OTTHUMG00000023599.7"
"70","ENSG00000004961.15",1386.40941951312,-0.0121635668450728,0.181137215230588,-0.0671511198269697,0.946461397964328,0.961380196271223,"HAVANA","gene",NA,NA,"protein_coding","HCCS","2","HGNC:4837","OTTHUMG00000021128.2"
"71","ENSG00000004975.12",1112.37911617855,0.133375091536725,0.158659019111962,0.840639834301541,0.400549735761572,0.491827646429861,"HAVANA","gene",NA,NA,"protein_coding","DVL2","2","HGNC:3086","OTTHUMG00000102155.5"
"72","ENSG00000005001.10",971.163113917879,2.65585104490654,0.364728085584482,7.28172890949845,3.29568839452736e-13,7.08770115373293e-12,"HAVANA","gene",NA,NA,"protein_coding","PRSS22","1","HGNC:14368","OTTHUMG00000128961.3"
"73","ENSG00000005007.13",5966.66174783227,0.485922107052928,0.144345148653172,3.36639029151222,0.000761588695254864,0.00219116709105252,"HAVANA","gene",NA,NA,"protein_coding","UPF1","2","HGNC:9962","OTTHUMG00000183025.2"
"74","ENSG00000005020.13",1565.24806992343,-0.836679677894409,0.266106682403946,-3.14415132433368,0.0016656928038034,0.00440210067905061,"HAVANA","gene",NA,NA,"protein_coding","SKAP2","2","HGNC:15687","OTTHUMG00000023495.5"
"75","ENSG00000005022.6",24969.129785814,0.124330289708615,0.286467745556801,0.434011478210077,0.664280105926755,0.733379921673757,"HAVANA","gene",NA,NA,"protein_coding","SLC25A5","2","HGNC:10991","OTTHUMG00000022715.3"
"76","ENSG00000005059.16",482.302628633613,-0.129218777046506,0.250225815090127,-0.516408656716589,0.605569020930735,0.681407274209143,"HAVANA","gene",NA,NA,"protein_coding","MCUB","2","HGNC:26076","OTTHUMG00000161103.3"
"77","ENSG00000005073.6",453.692339028155,0.723908755684469,0.356626637318314,2.02987853383013,0.0423688875769541,0.074462388049468,"HAVANA","gene",NA,NA,"protein_coding","HOXA11","1","HGNC:5101","OTTHUMG00000023437.7"
"78","ENSG00000005075.15",1664.61066353586,0.529309179759578,0.235236195525312,2.25011792329647,0.0244414606143515,0.0464026420681547,"HAVANA","gene",NA,NA,"protein_coding","POLR2J","2","HGNC:9197","OTTHUMG00000150387.1"
"79","ENSG00000005100.13",1060.63383640826,0.73498111644462,0.175647625855939,4.18440677955665,2.85911742133481e-05,0.000115436946144574,"HAVANA","gene",NA,NA,"protein_coding","DHX33","1","HGNC:16718","OTTHUMG00000102041.3"
"80","ENSG00000005102.14",77.2034911416321,-1.63202768690927,0.372736026974625,-4.37850802927717,1.19494539498428e-05,5.24381822221682e-05,"HAVANA","gene",NA,NA,"protein_coding","MEOX1","2","HGNC:7013","OTTHUMG00000170513.3"
"81","ENSG00000005108.16",61.2661556634236,-1.79009039966015,0.384344370288685,-4.65751689901322,3.20046159917949e-06,1.59614699283351e-05,"HAVANA","gene",NA,NA,"protein_coding","THSD7A","2","HGNC:22207","OTTHUMG00000152346.5"
"82","ENSG00000005156.12",1267.81694432095,0.718364296417505,0.143035468304068,5.0222808715555,5.10614382444599e-07,2.98547511608828e-06,"HAVANA","gene",NA,NA,"protein_coding","LIG3","1","HGNC:6600","OTTHUMG00000128519.7"
"83","ENSG00000005175.10",1042.72736679394,0.288245006930169,0.18410356419961,1.56566771633843,0.117426427923038,0.17774118097561,"HAVANA","gene",NA,NA,"protein_coding","RPAP3","2","HGNC:26151","OTTHUMG00000169668.3"
"84","ENSG00000005187.12",488.258568803561,-0.859064632196218,0.308426270300269,-2.78531602175092,0.00534755768169959,0.0123166278985934,"HAVANA","gene",NA,NA,"protein_coding","ACSM3","1","HGNC:10522","OTTHUMG00000131552.7"
"85","ENSG00000005189.20",192.666123541523,0.477530424833516,0.221021626406546,2.16055972710629,0.0307293651999361,0.0565489515792888,"HAVANA","gene",NA,NA,"protein_coding","REXO5","1","HGNC:24661","OTTHUMG00000131556.5"
"86","ENSG00000005194.15",2154.3696106291,0.449582757712988,0.145952375157129,3.08033875590568,0.00206765277151089,0.00532154516158218,"HAVANA","gene",NA,NA,"protein_coding","CIAPIN1","1","HGNC:28050","OTTHUMG00000133457.8"
"87","ENSG00000005206.17",2739.48762290118,0.894622997381646,0.244395956182404,3.66054746304373,0.000251676926141552,0.000811641157865286,"HAVANA","gene",NA,NA,"protein_coding","SPPL2B","2","HGNC:30627","OTTHUMG00000180443.10"
"88","ENSG00000005238.20",802.329811192404,-0.902966714908178,0.210376451292651,-4.29214728815859,1.76953501277002e-05,7.47997194066081e-05,"HAVANA","gene",NA,NA,"protein_coding","FAM214B","2","HGNC:25666","OTTHUMG00000019847.6"
"89","ENSG00000005243.10",208.805933392197,-1.19979308401085,0.34151535727933,-3.51314533428001,0.000442835180694299,0.00135219662257181,"HAVANA","gene",NA,NA,"protein_coding","COPZ2","2","HGNC:19356","OTTHUMG00000178684.6"
"90","ENSG00000005249.13",257.715208783146,-2.64961837313881,0.323593894402809,-8.18809754747898,2.65387691683787e-16,1.01519261888996e-14,"HAVANA","gene",NA,NA,"protein_coding","PRKAR2B","2","HGNC:9392","OTTHUMG00000137418.2"
"91","ENSG00000005302.19",1145.63457352236,0.425632033290149,0.143615969106454,2.96368179623991,0.0030398244432822,0.00748158845527319,"HAVANA","gene",NA,NA,"protein_coding","MSL3","2","HGNC:7370","OTTHUMG00000021132.13"
"92","ENSG00000005339.15",3658.92426696502,0.0779010427690916,0.174467437408822,0.446507634467912,0.655230599106263,0.724771520834218,"HAVANA","gene",NA,NA,"protein_coding","CREBBP","1","HGNC:2348","OTTHUMG00000129431.7"
"93","ENSG00000005379.17",656.118424491625,0.933701903694458,0.470856488200339,1.9829861690197,0.0473689744850685,0.0819363856327734,"HAVANA","gene",NA,NA,"protein_coding","TSPOAP1","2","HGNC:16831","OTTHUMG00000178923.5"
"94","ENSG00000005381.8",9.88208530593992,0.32837057603362,0.421456651971896,0.779132502707578,0.435901665533507,0.526640668063705,"HAVANA","gene",NA,NA,"protein_coding","MPO","2","HGNC:7218","OTTHUMG00000178922.3"
"95","ENSG00000005421.9",7.05725032734945,1.30168895325376,0.752654989462471,1.72946299629714,0.0837262637023067,0.132907866422724,"HAVANA","gene",NA,NA,"protein_coding","PON1","2","HGNC:9204","OTTHUMG00000153894.4"
"96","ENSG00000005436.14",415.291231505086,-0.179709040749139,0.176531466087976,-1.01800004685612,0.308677933809325,0.397174591852705,"HAVANA","gene",NA,NA,"protein_coding","GCFC2","1","HGNC:1317","OTTHUMG00000129989.5"
"97","ENSG00000005448.17",412.750198060045,1.03122128731986,0.291060186268829,3.54298298417016,0.000395628228794797,0.00122363666359912,"HAVANA","gene",NA,NA,"protein_coding","WDR54","1","HGNC:25770","OTTHUMG00000129951.4"
"98","ENSG00000005469.12",459.512835052536,-0.72256719948929,0.206001859909266,-3.50757609570878,0.000452209000975215,0.00137824472428096,"HAVANA","gene",NA,NA,"protein_coding","CROT","1","HGNC:2366","OTTHUMG00000023653.5"
"99","ENSG00000005471.19",54.2252819032474,-0.623275460133944,0.325055070374539,-1.91744574055032,0.0551813279715444,0.0931379173488919,"HAVANA","gene",NA,NA,"protein_coding","ABCB4","2","HGNC:45","OTTHUMG00000023396.20"
"100","ENSG00000005483.21",2816.83026329565,-0.364089520462409,0.166832455029161,-2.18236625720558,0.0290825125784784,0.0538879206068703,"HAVANA","gene",NA,NA,"protein_coding","KMT2E","2","HGNC:18541","OTTHUMG00000157403.5"
"101","ENSG00000005486.17",3257.98068315936,0.602628594339394,0.213593021887888,2.8213870893952,0.0047816466759086,0.0111373527122893,"HAVANA","gene",NA,NA,"protein_coding","RHBDD2","1","HGNC:23082","OTTHUMG00000156435.5"
"102","ENSG00000005513.10",150.543794674958,0.261908332595576,0.624121209038897,0.419643378245224,0.674745994433063,0.741836863811658,"HAVANA","gene",NA,NA,"protein_coding","SOX8","2","HGNC:11203","OTTHUMG00000122101.4"
"103","ENSG00000005700.15",2047.10190061458,-0.60739847414711,0.194790446502004,-3.11821490763337,0.00181950077136078,0.00475476807678714,"HAVANA","gene",NA,NA,"protein_coding","IBTK","2","HGNC:17853","OTTHUMG00000015102.3"
"104","ENSG00000005801.18",1045.5029967999,0.75628436858227,0.185357700293926,4.08013461206636,4.50096281397137e-05,0.000173319362673787,"HAVANA","gene",NA,NA,"protein_coding","ZNF195","1","HGNC:12986","OTTHUMG00000011694.10"
"105","ENSG00000005810.18",1610.78886395113,0.0362584137184702,0.184095043547689,0.196954861031213,0.843862861496204,0.883314531138813,"HAVANA","gene",NA,NA,"protein_coding","MYCBP2","2","HGNC:23386","OTTHUMG00000017105.5"
"106","ENSG00000005812.11",1409.99858925007,-0.746931874383007,0.207116392176218,-3.60633876698423,0.000310547664763363,0.00098350122684173,"HAVANA","gene",NA,NA,"protein_coding","FBXL3","1","HGNC:13599","OTTHUMG00000017099.6"
"107","ENSG00000005844.19",345.068264918653,-1.03384556356382,0.324194058919426,-3.18897134330512,0.00142780030989413,0.00383197817160569,"HAVANA","gene",NA,NA,"protein_coding","ITGAL","1","HGNC:6148","OTTHUMG00000176964.5"
"108","ENSG00000005882.12",1075.76229610095,-0.507020260522932,0.255377653652751,-1.98537441812489,0.0471028299806088,0.0815544857686215,"HAVANA","gene",NA,NA,"protein_coding","PDK2","1","HGNC:8810","OTTHUMG00000161948.18"
"109","ENSG00000005884.18",4844.32603971657,-0.222173303864685,0.23532263005881,-0.94412213482894,0.345107239332784,0.435111013742225,"HAVANA","gene",NA,NA,"protein_coding","ITGA3","2","HGNC:6139","OTTHUMG00000161890.7"
"110","ENSG00000005889.16",925.419038482887,-0.466842341694176,0.162043173086244,-2.88097506857452,0.0039644699831301,0.00945822794940235,"HAVANA","gene",NA,NA,"protein_coding","ZFX","2","HGNC:12869","OTTHUMG00000021264.2"
"111","ENSG00000005893.16",6168.3340881086,0.289918007017133,0.202687027410485,1.43037278074036,0.152610056123014,0.221647645127689,"HAVANA","gene",NA,NA,"protein_coding","LAMP2","2","HGNC:6501","OTTHUMG00000022301.5"
"112","ENSG00000005961.19",13.4882946826868,0.950581571408497,0.435954041748983,2.1804628019846,0.0292231732761395,0.0541206667008356,"HAVANA","gene",NA,NA,"protein_coding","ITGA2B","2","HGNC:6138","OTTHUMG00000177935.5"
"113","ENSG00000005981.13",17.547525123316,1.61688145229353,0.681109500571081,2.37389355300116,0.0176016240555814,0.0348985000987317,"HAVANA","gene",NA,NA,"protein_coding","ASB4","2","HGNC:16009","OTTHUMG00000153960.8"
"114","ENSG00000006007.12",3444.18955406606,-0.718669458395046,0.146040953703596,-4.92101318273814,8.60973304390899e-07,4.79982605880434e-06,"HAVANA","gene",NA,NA,"protein_coding","GDE1","2","HGNC:29644","OTTHUMG00000131454.7"
"115","ENSG00000006015.18",1685.16737596054,1.54391215960503,0.337077248165114,4.58029181147451,4.64327616806406e-06,2.24051160025829e-05,"HAVANA","gene",NA,NA,"protein_coding","REX1BD","1","HGNC:26098","OTTHUMG00000183112.1"
"116","ENSG00000006016.11",31.3164422179153,-0.920370276913598,0.421449443729567,-2.18382131144578,0.0289753809553278,0.0537060179583338,"HAVANA","gene",NA,NA,"protein_coding","CRLF1","2","HGNC:2364","OTTHUMG00000183111.3"
